nrcs_fips,nrcs_county_bare,nrcs_abbr,nrcs_county
30027,Fergus,MT,Fergus County
30029,Flathead,MT,Flathead County
30031,Gallatin,MT,Gallatin County
30033,Garfield,MT,Garfield County
30035,Glacier,MT,Glacier County
30037,Golden Valley,MT,Golden Valley County
30039,Granite,MT,Granite County
30041,Hill,MT,Hill County
30043,Jefferson,MT,Jefferson County
30045,Judith Basin,MT,Judith Basin County
30047,Lake,MT,Lake County
30049,Lewis and Clark,MT,Lewis and Clark County
30051,Liberty,MT,Liberty County
30053,Lincoln,MT,Lincoln County
30055,McCone,MT,McCone County
30057,Madison,MT,Madison County
30059,Meagher,MT,Meagher County
30061,Mineral,MT,Mineral County
30063,Missoula,MT,Missoula County
30065,Musselshell,MT,Musselshell County
30067,Park,MT,Park County
30069,Petroleum,MT,Petroleum County
30071,Phillips,MT,Phillips County
30073,Pondera,MT,Pondera County
30075,Powder River,MT,Powder River County
30077,Powell,MT,Powell County
30079,Prairie,MT,Prairie County
30081,Ravalli,MT,Ravalli County
30083,Richland,MT,Richland County
30085,Roosevelt,MT,Roosevelt County
30087,Rosebud,MT,Rosebud County
30089,Sanders,MT,Sanders County
30091,Sheridan,MT,Sheridan County
30093,Silver Bow,MT,Silver Bow County
30095,Stillwater,MT,Stillwater County
30097,Sweet Grass,MT,Sweet Grass County
30099,Teton,MT,Teton County
30101,Toole,MT,Toole County
30103,Treasure,MT,Treasure County
30105,Valley,MT,Valley County
30107,Wheatland,MT,Wheatland County
30109,Wibaux,MT,Wibaux County
30111,Yellowstone,MT,Yellowstone County
30113,Yellowstone Nat Park,MT,Yellowstone Nat Park County
31001,Adams,NE,Adams County
31003,Antelope,NE,Antelope County
31005,Arthur,NE,Arthur County
31007,Banner,NE,Banner County
31009,Blaine,NE,Blaine County
31011,Boone,NE,Boone County
31013,Box Butte,NE,Box Butte County
31015,Boyd,NE,Boyd County
31017,Brown,NE,Brown County
31019,Buffalo,NE,Buffalo County
31021,Burt,NE,Burt County
31023,Butler,NE,Butler County
31025,Cass,NE,Cass County
31027,Cedar,NE,Cedar County
31029,Chase,NE,Chase County
31031,Cherry,NE,Cherry County
31033,Cheyenne,NE,Cheyenne County
31035,Clay,NE,Clay County
31037,Colfax,NE,Colfax County
31039,Cuming,NE,Cuming County
31041,Custer,NE,Custer County
31043,Dakota,NE,Dakota County
31045,Dawes,NE,Dawes County
31047,Dawson,NE,Dawson County
31049,Deuel,NE,Deuel County
31051,Dixon,NE,Dixon County
31053,Dodge,NE,Dodge County
31055,Douglas,NE,Douglas County
31057,Dundy,NE,Dundy County
31059,Fillmore,NE,Fillmore County
31061,Franklin,NE,Franklin County
31063,Frontier,NE,Frontier County
31065,Furnas,NE,Furnas County
31067,Gage,NE,Gage County
31069,Garden,NE,Garden County
31071,Garfield,NE,Garfield County
31073,Gosper,NE,Gosper County
31075,Grant,NE,Grant County
31077,Greeley,NE,Greeley County
31079,Hall,NE,Hall County
31081,Hamilton,NE,Hamilton County
31083,Harlan,NE,Harlan County
31085,Hayes,NE,Hayes County
31087,Hitchcock,NE,Hitchcock County
31089,Holt,NE,Holt County
31091,Hooker,NE,Hooker County
31093,Howard,NE,Howard County
31095,Jefferson,NE,Jefferson County
31097,Johnson,NE,Johnson County
31099,Kearney,NE,Kearney County
31101,Keith,NE,Keith County
31103,Keya Paha,NE,Keya Paha County
31105,Kimball,NE,Kimball County
31107,Knox,NE,Knox County
31109,Lancaster,NE,Lancaster County
31111,Lincoln,NE,Lincoln County
31113,Logan,NE,Logan County
31115,Loup,NE,Loup County
31117,McPherson,NE,McPherson County
31119,Madison,NE,Madison County
31121,Merrick,NE,Merrick County
31123,Morrill,NE,Morrill County
31125,Nance,NE,Nance County
31127,Nemaha,NE,Nemaha County
31129,Nuckolls,NE,Nuckolls County
31131,Otoe,NE,Otoe County
31133,Pawnee,NE,Pawnee County
31135,Perkins,NE,Perkins County
31137,Phelps,NE,Phelps County
31139,Pierce,NE,Pierce County
31141,Platte,NE,Platte County
31143,Polk,NE,Polk County
31145,Red Willow,NE,Red Willow County
31147,Richardson,NE,Richardson County
31149,Rock,NE,Rock County
31151,Saline,NE,Saline County
31153,Sarpy,NE,Sarpy County
31155,Saunders,NE,Saunders County
31157,Scotts Bluff,NE,Scotts Bluff County
31159,Seward,NE,Seward County
31161,Sheridan,NE,Sheridan County
31163,Sherman,NE,Sherman County
31165,Sioux,NE,Sioux County
31167,Stanton,NE,Stanton County
31169,Thayer,NE,Thayer County
31171,Thomas,NE,Thomas County
31173,Thurston,NE,Thurston County
31175,Valley,NE,Valley County
31177,Washington,NE,Washington County
31179,Wayne,NE,Wayne County
31181,Webster,NE,Webster County
31183,Wheeler,NE,Wheeler County
31185,York,NE,York County
32001,Churchill,NV,Churchill County
32003,Clark,NV,Clark County
32005,Douglas,NV,Douglas County
32007,Elko,NV,Elko County
32009,Esmeralda,NV,Esmeralda County
32011,Eureka,NV,Eureka County
32013,Humboldt,NV,Humboldt County
32015,Lander,NV,Lander County
32017,Lincoln,NV,Lincoln County
32019,Lyon,NV,Lyon County
32021,Mineral,NV,Mineral County
32023,Nye,NV,Nye County
32027,Pershing,NV,Pershing County
32029,Storey,NV,Storey County
32031,Washoe,NV,Washoe County
32033,White Pine,NV,White Pine County
32510,Carson City,NV,Carson City
33001,Belknap,NH,Belknap County
33003,Carroll,NH,Carroll County
33005,Cheshire,NH,Cheshire County
33007,Coos,NH,Coos County
33009,Grafton,NH,Grafton County
33011,Hillsborough,NH,Hillsborough County
33013,Merrimack,NH,Merrimack County
33015,Rockingham,NH,Rockingham County
33017,Strafford,NH,Strafford County
33019,Sullivan,NH,Sullivan County
34001,Atlantic,NJ,Atlantic County
34003,Bergen,NJ,Bergen County
34005,Burlington,NJ,Burlington County
34007,Camden,NJ,Camden County
34009,Cape May,NJ,Cape May County
34011,Cumberland,NJ,Cumberland County
34013,Essex,NJ,Essex County
34015,Gloucester,NJ,Gloucester County
34017,Hudson,NJ,Hudson County
34019,Hunterdon,NJ,Hunterdon County
34021,Mercer,NJ,Mercer County
34023,Middlesex,NJ,Middlesex County
34025,Monmouth,NJ,Monmouth County
34027,Morris,NJ,Morris County
34029,Ocean,NJ,Ocean County
34031,Passaic,NJ,Passaic County
34033,Salem,NJ,Salem County
34035,Somerset,NJ,Somerset County
34037,Sussex,NJ,Sussex County
34039,Union,NJ,Union County
34041,Warren,NJ,Warren County
35001,Bernalillo,NM,Bernalillo County
35003,Catron,NM,Catron County
35005,Chaves,NM,Chaves County
35006,Cibola,NM,Cibola County
35007,Colfax,NM,Colfax County
35009,Curry,NM,Curry County
35011,De Baca,NM,De Baca County
35013,Dona Ana,NM,Dona Ana County
35015,Eddy,NM,Eddy County
35017,Grant,NM,Grant County
35019,Guadalupe,NM,Guadalupe County
35021,Harding,NM,Harding County
35023,Hidalgo,NM,Hidalgo County
35025,Lea,NM,Lea County
35027,Lincoln,NM,Lincoln County
35028,Los Alamos,NM,Los Alamos County
35029,Luna,NM,Luna County
35031,McKinley,NM,McKinley County
35033,Mora,NM,Mora County
35035,Otero,NM,Otero County
35037,Quay,NM,Quay County
35039,Rio Arriba,NM,Rio Arriba County
35041,Roosevelt,NM,Roosevelt County
35043,Sandoval,NM,Sandoval County
35045,San Juan,NM,San Juan County
35047,San Miguel,NM,San Miguel County
35049,Santa Fe,NM,Santa Fe County
35051,Sierra,NM,Sierra County
35053,Socorro,NM,Socorro County
35055,Taos,NM,Taos County
35057,Torrance,NM,Torrance County
35059,Union,NM,Union County
35061,Valencia,NM,Valencia County
36001,Albany,NY,Albany County
36003,Allegany,NY,Allegany County
36005,Bronx,NY,Bronx County
36007,Broome,NY,Broome County
36009,Cattaraugus,NY,Cattaraugus County
36011,Cayuga,NY,Cayuga County
36013,Chautauqua,NY,Chautauqua County
36015,Chemung,NY,Chemung County
36017,Chenango,NY,Chenango County
36019,Clinton,NY,Clinton County
36021,Columbia,NY,Columbia County
36023,Cortland,NY,Cortland County
36025,Delaware,NY,Delaware County
36027,Dutchess,NY,Dutchess County
36029,Erie,NY,Erie County
36031,Essex,NY,Essex County
36033,Franklin,NY,Franklin County
36035,Fulton,NY,Fulton County
36037,Genesee,NY,Genesee County
36039,Greene,NY,Greene County
36041,Hamilton,NY,Hamilton County
36043,Herkimer,NY,Herkimer County
36045,Jefferson,NY,Jefferson County
36047,Kings,NY,Kings County
36049,Lewis,NY,Lewis County
36051,Livingston,NY,Livingston County
36053,Madison,NY,Madison County
36055,Monroe,NY,Monroe County
36057,Montgomery,NY,Montgomery County
36059,Nassau,NY,Nassau County
36061,New York,NY,New York County
36063,Niagara,NY,Niagara County
36065,Oneida,NY,Oneida County
36067,Onondaga,NY,Onondaga County
36069,Ontario,NY,Ontario County
36071,Orange,NY,Orange County
36073,Orleans,NY,Orleans County
36075,Oswego,NY,Oswego County
36077,Otsego,NY,Otsego County
36079,Putnam,NY,Putnam County
36081,Queens,NY,Queens County
36083,Rensselaer,NY,Rensselaer County
36085,Richmond,NY,Richmond County
36087,Rockland,NY,Rockland County
36089,St Lawrence,NY,St Lawrence County
36091,Saratoga,NY,Saratoga County
36093,Schenectady,NY,Schenectady County
36095,Schoharie,NY,Schoharie County
36097,Schuyler,NY,Schuyler County
36099,Seneca,NY,Seneca County
36101,Steuben,NY,Steuben County
36103,Suffolk,NY,Suffolk County
36105,Sullivan,NY,Sullivan County
36107,Tioga,NY,Tioga County
36109,Tompkins,NY,Tompkins County
36111,Ulster,NY,Ulster County
36113,Warren,NY,Warren County
36115,Washington,NY,Washington County
36117,Wayne,NY,Wayne County
36119,Westchester,NY,Westchester County
36121,Wyoming,NY,Wyoming County
36123,Yates,NY,Yates County
37001,Alamance,NC,Alamance County
37003,Alexander,NC,Alexander County
37005,Alleghany,NC,Alleghany County
37007,Anson,NC,Anson County
37009,Ashe,NC,Ashe County
37011,Avery,NC,Avery County
37013,Beaufort,NC,Beaufort County
37015,Bertie,NC,Bertie County
37017,Bladen,NC,Bladen County
37019,Brunswick,NC,Brunswick County
37021,Buncombe,NC,Buncombe County
37023,Burke,NC,Burke County
37025,Cabarrus,NC,Cabarrus County
37027,Caldwell,NC,Caldwell County
37029,Camden,NC,Camden County
37031,Carteret,NC,Carteret County
37033,Caswell,NC,Caswell County
37035,Catawba,NC,Catawba County
37037,Chatham,NC,Chatham County
37039,Cherokee,NC,Cherokee County
37041,Chowan,NC,Chowan County
37043,Clay,NC,Clay County
37045,Cleveland,NC,Cleveland County
37047,Columbus,NC,Columbus County
37049,Craven,NC,Craven County
37051,Cumberland,NC,Cumberland County
37053,Currituck,NC,Currituck County
37055,Dare,NC,Dare County
37057,Davidson,NC,Davidson County
37059,Davie,NC,Davie County
37061,Duplin,NC,Duplin County
37063,Durham,NC,Durham County
37065,Edgecombe,NC,Edgecombe County
37067,Forsyth,NC,Forsyth County
37069,Franklin,NC,Franklin County
37071,Gaston,NC,Gaston County
37073,Gates,NC,Gates County
37075,Graham,NC,Graham County
37077,Granville,NC,Granville County
37079,Greene,NC,Greene County
37081,Guilford,NC,Guilford County
37083,Halifax,NC,Halifax County
37085,Harnett,NC,Harnett County
37087,Haywood,NC,Haywood County
37089,Henderson,NC,Henderson County
37091,Hertford,NC,Hertford County
37093,Hoke,NC,Hoke County
37095,Hyde,NC,Hyde County
37097,Iredell,NC,Iredell County
37099,Jackson,NC,Jackson County
37101,Johnston,NC,Johnston County
37103,Jones,NC,Jones County
37105,Lee,NC,Lee County
37107,Lenoir,NC,Lenoir County
37109,Lincoln,NC,Lincoln County
37111,McDowell,NC,McDowell County
37113,Macon,NC,Macon County
37115,Madison,NC,Madison County
37117,Martin,NC,Martin County
37119,Mecklenburg,NC,Mecklenburg County
37121,Mitchell,NC,Mitchell County
37123,Montgomery,NC,Montgomery County
37125,Moore,NC,Moore County
37127,Nash,NC,Nash County
37129,New Hanover,NC,New Hanover County
37131,Northampton,NC,Northampton County
37133,Onslow,NC,Onslow County
37135,Orange,NC,Orange County
37137,Pamlico,NC,Pamlico County
37139,Pasquotank,NC,Pasquotank County
37141,Pender,NC,Pender County
37143,Perquimans,NC,Perquimans County
37145,Person,NC,Person County
37147,Pitt,NC,Pitt County
37149,Polk,NC,Polk County
37151,Randolph,NC,Randolph County
37153,Richmond,NC,Richmond County
37155,Robeson,NC,Robeson County
37157,Rockingham,NC,Rockingham County
37159,Rowan,NC,Rowan County
37161,Rutherford,NC,Rutherford County
37163,Sampson,NC,Sampson County
37165,Scotland,NC,Scotland County
37167,Stanly,NC,Stanly County
37169,Stokes,NC,Stokes County
37171,Surry,NC,Surry County
37173,Swain,NC,Swain County
37175,Transylvania,NC,Transylvania County
37177,Tyrrell,NC,Tyrrell County
37179,Union,NC,Union County
37181,Vance,NC,Vance County
37183,Wake,NC,Wake County
37185,Warren,NC,Warren County
37187,Washington,NC,Washington County
37189,Watauga,NC,Watauga County
37191,Wayne,NC,Wayne County
37193,Wilkes,NC,Wilkes County
37195,Wilson,NC,Wilson County
37197,Yadkin,NC,Yadkin County
37199,Yancey,NC,Yancey County
38001,Adams,ND,Adams County
38003,Barnes,ND,Barnes County
38005,Benson,ND,Benson County
38007,Billings,ND,Billings County
38009,Bottineau,ND,Bottineau County
38011,Bowman,ND,Bowman County
38013,Burke,ND,Burke County
38015,Burleigh,ND,Burleigh County
38017,Cass,ND,Cass County
38019,Cavalier,ND,Cavalier County
38021,Dickey,ND,Dickey County
38023,Divide,ND,Divide County
38025,Dunn,ND,Dunn County
38027,Eddy,ND,Eddy County
38029,Emmons,ND,Emmons County
38031,Foster,ND,Foster County
38033,Golden Valley,ND,Golden Valley County
38035,Grand Forks,ND,Grand Forks County
38037,Grant,ND,Grant County
38039,Griggs,ND,Griggs County
38041,Hettinger,ND,Hettinger County
38043,Kidder,ND,Kidder County
38045,La Moure,ND,La Moure County
38047,Logan,ND,Logan County
38049,McHenry,ND,McHenry County
38051,McIntosh,ND,McIntosh County
38053,McKenzie,ND,McKenzie County
38055,McLean,ND,McLean County
38057,Mercer,ND,Mercer County
38059,Morton,ND,Morton County
38061,Mountrail,ND,Mountrail County
38063,Nelson,ND,Nelson County
38065,Oliver,ND,Oliver County
38067,Pembina,ND,Pembina County
38069,Pierce,ND,Pierce County
38071,Ramsey,ND,Ramsey County
38073,Ransom,ND,Ransom County
38075,Renville,ND,Renville County
38077,Richland,ND,Richland County
38079,Rolette,ND,Rolette County
38081,Sargent,ND,Sargent County
38083,Sheridan,ND,Sheridan County
38085,Sioux,ND,Sioux County
38087,Slope,ND,Slope County
38089,Stark,ND,Stark County
38091,Steele,ND,Steele County
38093,Stutsman,ND,Stutsman County
38095,Towner,ND,Towner County
38097,Traill,ND,Traill County
38099,Walsh,ND,Walsh County
38101,Ward,ND,Ward County
38103,Wells,ND,Wells County
38105,Williams,ND,Williams County
39001,Adams,OH,Adams County
39003,Allen,OH,Allen County
39005,Ashland,OH,Ashland County
39007,Ashtabula,OH,Ashtabula County
39009,Athens,OH,Athens County
39011,Auglaize,OH,Auglaize County
39013,Belmont,OH,Belmont County
39015,Brown,OH,Brown County
39017,Butler,OH,Butler County
39019,Carroll,OH,Carroll County
39021,Champaign,OH,Champaign County
39023,Clark,OH,Clark County
39025,Clermont,OH,Clermont County
39027,Clinton,OH,Clinton County
39029,Columbiana,OH,Columbiana County
39031,Coshocton,OH,Coshocton County
39033,Crawford,OH,Crawford County
39035,Cuyahoga,OH,Cuyahoga County
39037,Darke,OH,Darke County
39039,Defiance,OH,Defiance County
39041,Delaware,OH,Delaware County
39043,Erie,OH,Erie County
39045,Fairfield,OH,Fairfield County
39047,Fayette,OH,Fayette County
39049,Franklin,OH,Franklin County
39051,Fulton,OH,Fulton County
39053,Gallia,OH,Gallia County
39055,Geauga,OH,Geauga County
39057,Greene,OH,Greene County
39059,Guernsey,OH,Guernsey County
39061,Hamilton,OH,Hamilton County
39063,Hancock,OH,Hancock County
39065,Hardin,OH,Hardin County
39067,Harrison,OH,Harrison County
39069,Henry,OH,Henry County
39071,Highland,OH,Highland County
39073,Hocking,OH,Hocking County
39075,Holmes,OH,Holmes County
39077,Huron,OH,Huron County
39079,Jackson,OH,Jackson County
39081,Jefferson,OH,Jefferson County
39083,Knox,OH,Knox County
39085,Lake,OH,Lake County
39087,Lawrence,OH,Lawrence County
39089,Licking,OH,Licking County
39091,Logan,OH,Logan County
39093,Lorain,OH,Lorain County
39095,Lucas,OH,Lucas County
39097,Madison,OH,Madison County
39099,Mahoning,OH,Mahoning County
39101,Marion,OH,Marion County
39103,Medina,OH,Medina County
39105,Meigs,OH,Meigs County
39107,Mercer,OH,Mercer County
39109,Miami,OH,Miami County
39111,Monroe,OH,Monroe County
39113,Montgomery,OH,Montgomery County
39115,Morgan,OH,Morgan County
39117,Morrow,OH,Morrow County
39119,Muskingum,OH,Muskingum County
39121,Noble,OH,Noble County
39123,Ottawa,OH,Ottawa County
39125,Paulding,OH,Paulding County
39127,Perry,OH,Perry County
39129,Pickaway,OH,Pickaway County
39131,Pike,OH,Pike County
39133,Portage,OH,Portage County
39135,Preble,OH,Preble County
39137,Putnam,OH,Putnam County
39139,Richland,OH,Richland County
39141,Ross,OH,Ross County
39143,Sandusky,OH,Sandusky County
39145,Scioto,OH,Scioto County
39147,Seneca,OH,Seneca County
39149,Shelby,OH,Shelby County
39151,Stark,OH,Stark County
39153,Summit,OH,Summit County
39155,Trumbull,OH,Trumbull County
39157,Tuscarawas,OH,Tuscarawas County
39159,Union,OH,Union County
39161,Van Wert,OH,Van Wert County
39163,Vinton,OH,Vinton County
39165,Warren,OH,Warren County
39167,Washington,OH,Washington County
39169,Wayne,OH,Wayne County
39171,Williams,OH,Williams County
39173,Wood,OH,Wood County
39175,Wyandot,OH,Wyandot County
40001,Adair,OK,Adair County
40003,Alfalfa,OK,Alfalfa County
40005,Atoka,OK,Atoka County
40007,Beaver,OK,Beaver County
40009,Beckham,OK,Beckham County
40011,Blaine,OK,Blaine County
40013,Bryan,OK,Bryan County
40015,Caddo,OK,Caddo County
40017,Canadian,OK,Canadian County
40019,Carter,OK,Carter County
40021,Cherokee,OK,Cherokee County
40023,Choctaw,OK,Choctaw County
40025,Cimarron,OK,Cimarron County
40027,Cleveland,OK,Cleveland County
40029,Coal,OK,Coal County
40031,Comanche,OK,Comanche County
40033,Cotton,OK,Cotton County
40035,Craig,OK,Craig County
40037,Creek,OK,Creek County
40039,Custer,OK,Custer County
40041,Delaware,OK,Delaware County
40043,Dewey,OK,Dewey County
40045,Ellis,OK,Ellis County
40047,Garfield,OK,Garfield County
40049,Garvin,OK,Garvin County
40051,Grady,OK,Grady County
40053,Grant,OK,Grant County
40055,Greer,OK,Greer County
40057,Harmon,OK,Harmon County
40059,Harper,OK,Harper County
40061,Haskell,OK,Haskell County
40063,Hughes,OK,Hughes County
40065,Jackson,OK,Jackson County
40067,Jefferson,OK,Jefferson County
40069,Johnston,OK,Johnston County
40071,Kay,OK,Kay County
40073,Kingfisher,OK,Kingfisher County
40075,Kiowa,OK,Kiowa County
40077,Latimer,OK,Latimer County
40079,Le Flore,OK,Le Flore County
40081,Lincoln,OK,Lincoln County
40083,Logan,OK,Logan County
40085,Love,OK,Love County
40087,McClain,OK,McClain County
40089,McCurtain,OK,McCurtain County
40091,McIntosh,OK,McIntosh County
40093,Major,OK,Major County
40095,Marshall,OK,Marshall County
40097,Mayes,OK,Mayes County
40099,Murray,OK,Murray County
40101,Muskogee,OK,Muskogee County
40103,Noble,OK,Noble County
40105,Nowata,OK,Nowata County
40107,Okfuskee,OK,Okfuskee County
40109,Oklahoma,OK,Oklahoma County
40111,Okmulgee,OK,Okmulgee County
40113,Osage,OK,Osage County
40115,Ottawa,OK,Ottawa County
40117,Pawnee,OK,Pawnee County
40119,Payne,OK,Payne County
40121,Pittsburg,OK,Pittsburg County
40123,Pontotoc,OK,Pontotoc County
40125,Pottawatomie,OK,Pottawatomie County
40127,Pushmataha,OK,Pushmataha County
40129,Roger Mills,OK,Roger Mills County
40131,Rogers,OK,Rogers County
40133,Seminole,OK,Seminole County
40135,Sequoyah,OK,Sequoyah County
40137,Stephens,OK,Stephens County
40139,Texas,OK,Texas County
40141,Tillman,OK,Tillman County
40143,Tulsa,OK,Tulsa County
40145,Wagoner,OK,Wagoner County
40147,Washington,OK,Washington County
40149,Washita,OK,Washita County
40151,Woods,OK,Woods County
40153,Woodward,OK,Woodward County
41001,Baker,OR,Baker County
41003,Benton,OR,Benton County
41005,Clackamas,OR,Clackamas County
41007,Clatsop,OR,Clatsop County
41009,Columbia,OR,Columbia County
41011,Coos,OR,Coos County
41013,Crook,OR,Crook County
41015,Curry,OR,Curry County
41017,Deschutes,OR,Deschutes County
41019,Douglas,OR,Douglas County
41021,Gilliam,OR,Gilliam County
41023,Grant,OR,Grant County
41025,Harney,OR,Harney County
41027,Hood River,OR,Hood River County
41029,Jackson,OR,Jackson County
41031,Jefferson,OR,Jefferson County
41033,Josephine,OR,Josephine County
41035,Klamath,OR,Klamath County
41037,Lake,OR,Lake County
41039,Lane,OR,Lane County
41041,Lincoln,OR,Lincoln County
41043,Linn,OR,Linn County
41045,Malheur,OR,Malheur County
41047,Marion,OR,Marion County
41049,Morrow,OR,Morrow County
41051,Multnomah,OR,Multnomah County
41053,Polk,OR,Polk County
41055,Sherman,OR,Sherman County
41057,Tillamook,OR,Tillamook County
41059,Umatilla,OR,Umatilla County
41061,Union,OR,Union County
41063,Wallowa,OR,Wallowa County
41065,Wasco,OR,Wasco County
41067,Washington,OR,Washington County
41069,Wheeler,OR,Wheeler County
41071,Yamhill,OR,Yamhill County
42001,Adams,PA,Adams County
42003,Allegheny,PA,Allegheny County
42005,Armstrong,PA,Armstrong County
42007,Beaver,PA,Beaver County
42009,Bedford,PA,Bedford County
42011,Berks,PA,Berks County
42013,Blair,PA,Blair County
42015,Bradford,PA,Bradford County
42017,Bucks,PA,Bucks County
42019,Butler,PA,Butler County
42021,Cambria,PA,Cambria County
42023,Cameron,PA,Cameron County
42025,Carbon,PA,Carbon County
42027,Centre,PA,Centre County
42029,Chester,PA,Chester County
42031,Clarion,PA,Clarion County
42033,Clearfield,PA,Clearfield County
42035,Clinton,PA,Clinton County
42037,Columbia,PA,Columbia County
42039,Crawford,PA,Crawford County
42041,Cumberland,PA,Cumberland County
42043,Dauphin,PA,Dauphin County
42045,Delaware,PA,Delaware County
42047,Elk,PA,Elk County
42049,Erie,PA,Erie County
42051,Fayette,PA,Fayette County
42053,Forest,PA,Forest County
42055,Franklin,PA,Franklin County
42057,Fulton,PA,Fulton County
42059,Greene,PA,Greene County
42061,Huntingdon,PA,Huntingdon County
42063,Indiana,PA,Indiana County
42065,Jefferson,PA,Jefferson County
42067,Juniata,PA,Juniata County
42069,Lackawanna,PA,Lackawanna County
42071,Lancaster,PA,Lancaster County
42073,Lawrence,PA,Lawrence County
42075,Lebanon,PA,Lebanon County
42077,Lehigh,PA,Lehigh County
42079,Luzerne,PA,Luzerne County
42081,Lycoming,PA,Lycoming County
42083,McKean,PA,McKean County
42085,Mercer,PA,Mercer County
42087,Mifflin,PA,Mifflin County
42089,Monroe,PA,Monroe County
42091,Montgomery,PA,Montgomery County
42093,Montour,PA,Montour County
42095,Northampton,PA,Northampton County
42097,Northumberland,PA,Northumberland County
42099,Perry,PA,Perry County
42101,Philadelphia,PA,Philadelphia County
42103,Pike,PA,Pike County
42105,Potter,PA,Potter County
42107,Schuylkill,PA,Schuylkill County
42109,Snyder,PA,Snyder County
42111,Somerset,PA,Somerset County
42113,Sullivan,PA,Sullivan County
42115,Susquehanna,PA,Susquehanna County
42117,Tioga,PA,Tioga County
42119,Union,PA,Union County
42121,Venango,PA,Venango County
42123,Warren,PA,Warren County
42125,Washington,PA,Washington County
42127,Wayne,PA,Wayne County
42129,Westmoreland,PA,Westmoreland County
42131,Wyoming,PA,Wyoming County
42133,York,PA,York County
44001,Bristol,RI,Bristol County
44003,Kent,RI,Kent County
44005,Newport,RI,Newport County
44007,Providence,RI,Providence County
44009,Washington,RI,Washington County
45001,Abbeville,SC,Abbeville County
45003,Aiken,SC,Aiken County
45005,Allendale,SC,Allendale County
45007,Anderson,SC,Anderson County
45009,Bamberg,SC,Bamberg County
45011,Barnwell,SC,Barnwell County
45013,Beaufort,SC,Beaufort County
45015,Berkeley,SC,Berkeley County
45017,Calhoun,SC,Calhoun County
45019,Charleston,SC,Charleston County
45021,Cherokee,SC,Cherokee County
45023,Chester,SC,Chester County
45025,Chesterfield,SC,Chesterfield County
45027,Clarendon,SC,Clarendon County
45029,Colleton,SC,Colleton County
45031,Darlington,SC,Darlington County
45033,Dillon,SC,Dillon County
45035,Dorchester,SC,Dorchester County
45037,Edgefield,SC,Edgefield County
45039,Fairfield,SC,Fairfield County
45041,Florence,SC,Florence County
45043,Georgetown,SC,Georgetown County
45045,Greenville,SC,Greenville County
45047,Greenwood,SC,Greenwood County
45049,Hampton,SC,Hampton County
45051,Horry,SC,Horry County
45053,Jasper,SC,Jasper County
45055,Kershaw,SC,Kershaw County
45057,Lancaster,SC,Lancaster County
45059,Laurens,SC,Laurens County
45061,Lee,SC,Lee County
45063,Lexington,SC,Lexington County
45065,McCormick,SC,McCormick County
45067,Marion,SC,Marion County
45069,Marlboro,SC,Marlboro County
45071,Newberry,SC,Newberry County
45073,Oconee,SC,Oconee County
45075,Orangeburg,SC,Orangeburg County
45077,Pickens,SC,Pickens County
45079,Richland,SC,Richland County
45081,Saluda,SC,Saluda County
45083,Spartanburg,SC,Spartanburg County
45085,Sumter,SC,Sumter County
45087,Union,SC,Union County
45089,Williamsburg,SC,Williamsburg County
45091,York,SC,York County
46003,Aurora,SD,Aurora County
46005,Beadle,SD,Beadle County
46007,Bennett,SD,Bennett County
46009,Bon Homme,SD,Bon Homme County
46011,Brookings,SD,Brookings County
46013,Brown,SD,Brown County
46015,Brule,SD,Brule County
46017,Buffalo,SD,Buffalo County
46019,Butte,SD,Butte County
46021,Campbell,SD,Campbell County
46023,Charles Mix,SD,Charles Mix County
46025,Clark,SD,Clark County
46027,Clay,SD,Clay County
46029,Codington,SD,Codington County
46031,Corson,SD,Corson County
46033,Custer,SD,Custer County
46035,Davison,SD,Davison County
46037,Day,SD,Day County
46039,Deuel,SD,Deuel County
46041,Dewey,SD,Dewey County
46043,Douglas,SD,Douglas County
46045,Edmunds,SD,Edmunds County
46047,Fall River,SD,Fall River County
46049,Faulk,SD,Faulk County
46051,Grant,SD,Grant County
46053,Gregory,SD,Gregory County
46055,Haakon,SD,Haakon County
46057,Hamlin,SD,Hamlin County
46059,Hand,SD,Hand County
46061,Hanson,SD,Hanson County
46063,Harding,SD,Harding County
46065,Hughes,SD,Hughes County
46067,Hutchinson,SD,Hutchinson County
46069,Hyde,SD,Hyde County
46071,Jackson,SD,Jackson County
46073,Jerauld,SD,Jerauld County
46075,Jones,SD,Jones County
46077,Kingsbury,SD,Kingsbury County
46079,Lake,SD,Lake County
46081,Lawrence,SD,Lawrence County
46083,Lincoln,SD,Lincoln County
46085,Lyman,SD,Lyman County
46087,McCook,SD,McCook County
46089,McPherson,SD,McPherson County
46091,Marshall,SD,Marshall County
46093,Meade,SD,Meade County
46095,Mellette,SD,Mellette County
46097,Miner,SD,Miner County
46099,Minnehaha,SD,Minnehaha County
46101,Moody,SD,Moody County
46103,Pennington,SD,Pennington County
46105,Perkins,SD,Perkins County
46107,Potter,SD,Potter County
46109,Roberts,SD,Roberts County
46111,Sanborn,SD,Sanborn County
46113,Shannon,SD,Shannon County
46115,Spink,SD,Spink County
46117,Stanley,SD,Stanley County
46119,Sully,SD,Sully County
46121,Todd,SD,Todd County
46123,Tripp,SD,Tripp County
46125,Turner,SD,Turner County
46127,Union,SD,Union County
46129,Walworth,SD,Walworth County
